Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL661;ALPRAZOLAM;4;308.77;0;3.58;ALPRAZOLAM;Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1814731;;0;427.95;0;4.87;C6-4KW/HCl, 4c;Cl.O=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1;IC50;'=';0.784;nM;9.11;;;UO_0000065;23.26;0.43;4.24;16.86;False;CHEMBL1816232;Inhibition of AChE by Ellman's method;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1811888;1;Scientific Literature;Eur. J. Med. Chem.;2011;None
CHEMBL409610;;0;303.36;0;0.82;11-Hydroxygalantamine;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31[C@H](O)CN(C)C2;IC50;'=';1610.0;nM;5.79;;;UO_0000065;19.10;0.36;4.97;9.32;False;CHEMBL925438;Inhibition of AChE by Ellman method;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1141279;1;Scientific Literature;J. Nat. Prod.;2007;None
CHEMBL131536;;0;358.85;0;4.42;4a;CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1;IC50;'=';1400.0;nM;5.85;;;UO_0000065;16.31;0.33;1.43;11.47;False;CHEMBL643384;Inhibitory concentration against acetylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148382;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL335033;;0;312.40;0;3.35;2j;CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C;IC50;'=';50.0;nM;7.30;;;UO_0000065;23.37;0.45;3.95;14.31;False;CHEMBL643384;Inhibitory concentration against acetylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148382;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL131051;;0;408.40;0;4.67;4g;CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)c1ccccc1;IC50;'>';50000.0;nM;;Potential transcription error;;UO_0000065;;;;;True;CHEMBL643384;Inhibitory concentration against acetylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1148382;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL3884858;;0;607.82;2;6.71;11;O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21;IC50;'=';18.2;nM;7.74;;;UO_0000065;12.73;0.24;1.03;10.98;False;CHEMBL3875277;Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3875143;1;Scientific Literature;Eur J Med Chem;2016;None
CHEMBL3215572;;0;813.52;2;9.75;19.2HCl;Cl.Cl.Cl.Cl.O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3;IC50;'=';18.3;nM;7.74;;;UO_0000065;11.59;0.22;-2.01;10.16;False;CHEMBL1051649;Inhibition of AChE in human erythrocytes by Ellman's method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1152433;1;Scientific Literature;J. Med. Chem.;2009;None
CHEMBL3407587;;0;378.52;0;4.73;12;OCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1;IC50;'=';13600.0;nM;4.87;;;UO_0000065;12.86;0.24;0.14;10.04;False;CHEMBL3413435;Inhibition of recombinant human AChE expressed in HEK293 cells preincubated for 15 mins;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3407435;1;Scientific Literature;J. Med. Chem.;2014;CHEMBL3307715
CHEMBL2064469;;0;477.74;1;5.19;6c;CCN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1;IC50;'=';194.0;nM;6.71;;;UO_0000065;14.05;0.26;1.52;19.38;False;CHEMBL2066006;Inhibition of human recombinant AChE using acetylthiocholine substrate preincubated for 5 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2062461;1;Scientific Literature;Eur. J. Med. Chem.;2012;None
CHEMBL2064468;;0;463.71;0;4.80;6b;CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1;IC50;'=';40.7;nM;7.39;;;UO_0000065;15.94;0.30;2.59;21.33;False;CHEMBL2066006;Inhibition of human recombinant AChE using acetylthiocholine substrate preincubated for 5 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2062461;1;Scientific Literature;Eur. J. Med. Chem.;2012;None
CHEMBL2064404;;0;449.64;0;3.55;5a;O=C(CCN1CCCCC1)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1;IC50;'=';51.7;nM;7.29;;;UO_0000065;16.21;0.30;3.74;14.09;False;CHEMBL2066006;Inhibition of human recombinant AChE using acetylthiocholine substrate preincubated for 5 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2062461;1;Scientific Literature;Eur. J. Med. Chem.;2012;None
CHEMBL1834807;;0;558.76;2;10.12;2;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1;IC50;'=';2700.0;nM;5.57;;;UO_0000065;9.97;0.19;-4.55;9.62;False;CHEMBL1840095;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate by spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1833820;1;Scientific Literature;J. Nat. Prod.;2011;None
CHEMBL1254269;MALABARICONE A;0;326.44;1;5.25;2;O=C(CCCCCCCCc1ccccc1)c1c(O)cccc1O;IC50;'=';1310.0;nM;5.88;;;UO_0000065;18.02;0.33;0.63;10.23;False;CHEMBL3822141;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 30 mins by Ellman's microplate assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3817788;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2016;None
CHEMBL3819083;;0;438.57;0;4.14;5k;COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(OC)c1OC;IC50;'=';234.0;nM;6.63;;;UO_0000065;15.12;0.28;2.49;11.05;False;CHEMBL3821774;Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3817754;1;Scientific Literature;MedChemComm;2016;None
CHEMBL1140;NIACINAMIDE;4;122.13;0;0.18;NIACINAMIDE;NC(=O)c1cccnc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1555;GALANTAMINE HYDROBROMIDE;4;368.27;0;1.85;Galantamine;Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;IC50;'=';3200.0;nM;5.50;;;UO_0000065;19.12;0.36;3.64;13.10;False;CHEMBL1837219;Inhibition of human AChE by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1833829;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
CHEMBL174;AMPICILLIN;4;349.41;0;0.32;Ampicillin;CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL374184;;0;393.49;0;3.95;14;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;IC50;'=';110.0;nM;6.96;;;UO_0000065;17.68;0.33;3.01;8.05;False;CHEMBL967995;Inhibition of human erythrocyte AChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155914;1;Scientific Literature;Bioorg. Med. Chem.;2008;None
CHEMBL1513;IRBESARTAN;4;428.54;0;4.78;IRBESARTAN;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL13209;NITRAZEPAM;4;281.27;0;2.38;NITRAZEPAM;O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3818689;;0;408.54;0;4.14;5i;COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC;IC50;'=';526.0;nM;6.28;;;UO_0000065;15.37;0.29;2.14;12.36;False;CHEMBL3821774;Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3817754;1;Scientific Literature;MedChemComm;2016;None
CHEMBL3823197;;0;361.49;0;3.88;4t;O=C(CCc1c[nH]c2ccccc12)NC1CCN(Cc2ccccc2)CC1;IC50;'=';8320.0;nM;5.08;;;UO_0000065;14.05;0.26;1.20;10.55;False;CHEMBL3826564;Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3822387;1;Scientific Literature;Bioorg. Med. Chem.;2016;None
CHEMBL1766151;;0;332.45;0;4.48;6b;CC1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1;IC50;'=';25800.0;nM;4.59;;;UO_0000065;13.80;0.25;0.11;11.18;True;CHEMBL1837219;Inhibition of human AChE by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1833829;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
CHEMBL123909;;0;427.89;0;4.15;137;O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccc(Cl)cc2)CC1;IC50;'=';240.0;nM;6.62;;;UO_0000065;15.47;0.30;2.47;7.90;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1909071;;0;None;None;None;NOVARTIS P-38 INHIBITOR;;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1909062;LEAD (II) ACETATE;0;325.29;None;None;LEAD (II) ACETATE;;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL138072;;0;222.31;0;2.51;40;CCC(=O)Oc1cc([N+](C)(C)C)ccc1C;IC50;'=';3767.04;nM;5.42;;;UO_0000065;24.40;0.46;2.91;20.62;False;CHEMBL641238;Inhibition acetylcholinesterase (AChE) enzyme.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130277;1;Scientific Literature;J. Med. Chem.;1997;None
CHEMBL3233828;;0;700.66;2;7.86;(+/-)-7c;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl;IC50;'=';3.18;nM;8.50;;;UO_0000065;12.79;0.24;0.64;6.61;False;CHEMBL3238626;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3232829;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL2236570;MAGNOLONE;0;386.40;0;2.61;5;COc1ccc(C(=O)[C@@H]2CO[C@H](c3ccc4c(c3)OCO4)[C@H]2CO)cc1OC;IC50;;;;;;Not Active;;;;;;False;CHEMBL3068057;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 20 min prior to substrate addition measured after 20 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046928;1;Scientific Literature;Med Chem Res;2012;None
CHEMBL140999;;0;452.55;0;4.82;144;O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O;IC50;'=';2.4;nM;8.62;;;UO_0000065;19.05;0.35;3.80;14.94;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL223652;;0;464.01;1;7.06;23;CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccc(Cl)cc1;IC50;'=';1050000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3049408;Inhibition of acetylcholinesterase (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046901;1;Scientific Literature;Med Chem Res;2011;None
CHEMBL128260;;0;508.57;2;6.46;3;CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1;IC50;'=';2.8;nM;8.55;;;UO_0000065;16.82;0.31;2.09;10.56;False;CHEMBL3049408;Inhibition of acetylcholinesterase (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046901;1;Scientific Literature;Med Chem Res;2011;None
CHEMBL74340;;0;390.57;1;5.62;66;Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1;IC50;'=';224.0;nM;6.65;;;UO_0000065;17.03;0.31;1.03;20.56;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1085125;;0;316.45;0;3.48;97;CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2;IC50;'=';90.0;nM;7.05;;;UO_0000065;22.26;0.42;3.57;16.95;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL340625;;0;396.44;0;3.41;177;CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1;IC50;'=';5.7;nM;8.24;;;UO_0000065;20.80;0.39;4.83;10.18;True;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL151417;;0;284.36;0;1.89;195;c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1;IC50;'=';1000000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1085019;;0;296.42;0;3.35;198;Cc1cc(-c2ccccc2)nnc1NCCN1CCCCC1;IC50;'=';5400.0;nM;5.27;;;UO_0000065;17.77;0.33;1.92;12.83;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL105874;;0;393.44;0;3.49;135;O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1;IC50;'=';12.5;nM;7.90;;;UO_0000065;20.09;0.37;4.41;9.44;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL128551;;0;438.52;0;4.58;178;CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1;IC50;'=';14.0;nM;7.85;;;UO_0000065;17.91;0.34;3.27;9.69;True;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1085274;;0;282.39;0;3.04;208;CCN1CCCC1CNc1ccc(-c2ccccc2)nn1;IC50;'=';62000.0;nM;4.21;;;UO_0000065;14.90;0.27;1.17;10.25;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084543;;0;268.36;0;3.00;221;c1ccc(-c2cnc(NCN3CCCCC3)nc2)cc1;IC50;'=';100000.0;nM;4.00;;;UO_0000065;14.91;0.27;1.00;9.74;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084786;;0;269.35;0;2.39;222;c1ccc(-c2ncc(NCN3CCCCC3)nn2)cc1;IC50;'=';57000.0;nM;4.24;;;UO_0000065;15.76;0.29;1.85;7.87;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL224335;;0;489.06;1;6.58;376;O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2;IC50;'=';4.0;nM;8.40;;;UO_0000065;17.17;0.33;1.82;12.03;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084635;;0;274.36;0;2.31;100;CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3C[C@@H]12;IC50;'=';38.0;nM;7.42;;;UO_0000065;27.05;0.51;5.11;17.85;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL433678;;0;405.50;0;3.54;140;CC(=O)Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O;IC50;'=';2.8;nM;8.55;;;UO_0000065;21.09;0.39;5.01;12.27;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084442;;0;409.23;0;2.15;13;CNC(=O)Oc1ccc(-c2cn3ccccc3[n+]2C)cc1.[I-];IC50;'=';19500.0;nM;4.71;;;UO_0000065;16.68;0.31;2.56;10.10;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL73974;;0;366.48;0;4.67;37;O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2;IC50;'=';43.0;nM;7.37;;;UO_0000065;20.10;0.37;2.70;22.78;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL75157;;0;376.54;1;5.31;53;O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCCN2;IC50;'=';125.0;nM;6.90;;;UO_0000065;18.33;0.34;1.59;21.35;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1083067;;0;330.47;0;3.87;94;CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1C2;IC50;'=';10.0;nM;8.00;;;UO_0000065;24.21;0.46;4.13;19.24;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084883;;0;466.58;1;5.36;179;CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1;IC50;'=';13.0;nM;7.89;;;UO_0000065;16.90;0.32;2.53;9.73;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1085021;;0;340.43;0;3.08;201;Cc1cc(-c2ccc3c(c2)OCO3)nnc1NCCN1CCCCC1;IC50;'=';1000.0;nM;6.00;;;UO_0000065;17.62;0.33;2.92;10.08;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
